dt	activity	coherence	attention	channel	observed	roamX	roamY	flip	lit
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
0.03333333333333333	0.12	0.95	0	reasoning	1	0	0	1	1
